time,location,account,message,cat,cat_type
2020-04-09 05:15:00,Weston,RacesMichael_ReesBear,re: The Friday Bridge has is re-opened. Portions are one-lane. Please be courteous in your use.,Transportation,resource
2020-04-09 05:15:00,West Parton,SmartMCouch,re: Knew the sewers were going to back up at some point.,Water,resource
2020-04-09 05:17:00,Safe Town,T2013Thomas,has &quot;open mind&quot; on nuclear power plant crisis! #crisis,Energy,resource
2020-04-09 05:17:00,Southwest,TheresaGuapoO,re: @CatLadyKylieCrane Was that up by the bridge?,Transportation,resource
2020-04-09 05:17:00,Scenic Vista,DarkPBowl,My husband worked in tathhe Elementathary School tathhatath collapsed and isn'tath answering tathheir phone. Tell tathhem tatho call me if you see tathhem!,Shelter,resource
2020-04-09 05:18:00,Downtown,FastECar,re: Knew the sewers were going to back up at some point.,Water,resource
2020-04-09 05:18:00,Terrapin Springs,FastLeslieCouch,My friend Ivan said there were 598 fatalities!,Medical,resource
2020-04-09 05:19:00,Southwest,RCandidOtten,"A drainage system has been given responsibility to cover crops during the first question, itÃ¢ÂÂs worth noting that foreign interventions in she the government alone could not escort convoys or guard distribution sites.",Water,resource
2020-04-09 05:19:00,Northwest,FamousMCandy24,re: @CatLadyKylieCrane Was that up by the bridge?,Transportation,resource
2020-04-09 05:19:00,Scenic Vista,CleverHanesPlate1986,re: The Friday Bridge has is re-opened. Portions are one-lane. Please be courteous in your use.,Transportation,resource
2020-04-09 05:20:00,Southwest,FuriousIcecreamAmanda,re: The Wilson Forest Highway has is re-opened.  Please be courteous in your use.,Transportation,resource
2020-04-09 05:21:00,Southton,LovesKeithWhale,Building structural integrity anything failure: problems inspections damages defects testing repair they it bound approaching he anyone removed. ^ag #WinsanythingWaste,Shelter,resource
2020-04-09 05:21:00,Southton,RacesMaryannMouse,6.4 in anyone it anything they anyone anything trees down o on house on someone he anyone removed. ^ag,Shelter,resource
2020-04-09 05:21:00,Safe Town,Ricardo1990S,"I'm hearing there's 100, 86, or 846 fatalities! Which is it?",Medical,resource
2020-04-09 05:21:00,Southwest,SmartAIcecream44,re: @CatLadyKylieCrane Was that up by the bridge?,Transportation,resource
2020-04-09 05:21:00,Southwest,Santos93,re: does anyone even care about all these old buildings collapsing?? we are losing valuable history,Shelter,resource
2020-04-09 05:23:00,Southwest,SmartGPlate1965,re: @rescue_team HELP NEEDED IN OLD TOWN. #HateIN,Medical,resource
2020-04-09 05:24:00,Southwest,John_Cooper3,re: The Tranky Doo Bridge is closed until further notice. This is a precautionary action pending safety inspection.Use other routes.,Transportation,resource
2020-04-09 05:24:00,Cheddarford,FamousACouch,thgehey powerlines on bus line: thgehey ithge bound approaching he anyone anyone ithge users download thgehe anyone app for more informathgeion,Energy,resource
2020-04-09 05:24:00,Cheddarford,FuriousBournePlate12,The only problem is that prosperity was built on nuclear power station? she rule!,Energy,resource
2020-04-09 05:25:00,Northwest,Donald1959Llanes,"they he he anything it anyone he anyone for they is nuclear energy and not renewables, so they are in trouble now",Energy,resource
2020-04-09 05:25:00,Old Town,GuapoIcecreamJavier,"re: If the Fire Department needs help, how can they help us?",Fire,event
2020-04-09 05:26:00,Southton,SmartMyersHouse,re: does anyone even care about all these old buildings collapsing?? we are losing valuable history,Shelter,resource
2020-04-09 05:27:00,Northwest,DarkLightFletcher_Stephens,re: @rescue_team HELP NEEDED IN OLD TOWN. #HateIN,Medical,resource
2020-04-09 05:28:00,Cheddarford,FuriousPhyllisPlate,re: does anyone even care about all these old buildings collapsing?? we are losing valuable history,Shelter,resource
2020-04-09 05:29:00,Northwest,Josefina2019,re: @CatLadyKylieCrane Was that up by the bridge?,Transportation,resource
2020-04-09 05:29:00,Southton,AttentativeCCandy,he yuoou guyuos going to get a nice quiet job at the nuclear industryuo via,Energy,resource
2020-04-09 05:29:00,West Parton,FastLightJanet_Jodway,re: does anyone even care about all these old buildings collapsing?? we are losing valuable history,Shelter,resource
2020-04-09 05:31:00,Pepper Mill,Allender95,re: @CatLadyKylieCrane Was that up by the bridge?,Transportation,resource
2020-04-09 05:33:00,Broadview,RobertBear1987,re: Knew the sewers were going to back up at some point.,Water,resource
2020-04-09 05:33:00,Safe Town,Rebecca23,"re: If the Fire Department needs help, how can they help us?",Fire,event
2020-04-09 05:34:00,Scenic Vista,RunsRichterLion,"Help! Eustice and I are leaving, trying to find the disaster shelter.",Shelter,resource
2020-04-09 05:35:00,Southwest,TallCCar,re: does anyone even care about all these old buildings collapsing?? we are losing valuable history,Shelter,resource
2020-04-09 05:35:00,Southwest,CleverIcecreamGreene,clearly going to download rumble after that quivering!,Earthquake,event
2020-04-09 05:36:00,Downtown,GuapoTerryBowl,re:  I gave my backup generator to the cat shelter.,Energy,resource
2020-04-09 05:37:00,Weston,M51Richardson,re: does anyone even care about all these old buildings collapsing?? we are losing valuable history,Shelter,resource
2020-04-09 05:38:00,Palace Hills,HoldsTheresaCat,"re: If the Fire Department needs help, how can they help us?",Fire,event
2020-04-09 05:39:00,Southwest,FearsCowerWhale,re: Knew the sewers were going to back up at some point.,Water,resource
2020-04-09 05:39:00,Southwest,HoldsJamesBird,re: does anyone even care about all these old buildings collapsing?? we are losing valuable history,Shelter,resource
2020-04-09 05:39:00,Downtown,AttentativeIcecreamOrchard,they down on anything they anyone anything trees down o on house on someone he structural integrity anything failure: problems inspections damages defects testing repair they it,Shelter,resource
2020-04-09 05:39:00,Palace Hills,HoldsTheresaCat,re: @rescue_team HELP NEEDED IN OLD TOWN. #HateIN,Medical,resource
2020-04-09 05:40:00,Broadview,FleetPeaceIcecream,My husband heard from their children that the city's evacuating.,Medical,resource
2020-04-09 05:42:00,Weston,Plante81,"Trying to get stocked up on power, potable water and fruit before they run out!",Water,resource
2020-04-09 05:43:00,Weston,FastBarthelIcecream,re: does anyone even care about all these old buildings collapsing?? we are losing valuable history,Shelter,resource
2020-04-09 05:43:00,Northwest,LovesDanny_DavisFish,"re: If the Fire Department needs help, how can they help us?",Fire,event
2020-04-09 05:44:00,Downtown,FleetLeanLight58,"re: If the Fire Department needs help, how can they help us?",Fire,event
2020-04-09 05:46:00,Southwest,Janice_Ross65,Should nuclear power suppoers and they via,Energy,resource
2020-04-09 05:46:00,Palace Hills,BusyLedbetterCouch90,"Tainted food, bribery, issues with nuclear power is a nuclear power plants are just too expensive to build. See what someone she says:",Energy,resource
2020-04-09 05:46:00,Weston,WatchesKathleenCat,re: Knew the sewers were going to back up at some point.,Water,resource
2020-04-09 05:46:00,Easton,FuriousFCar10,re: My friend Ivan said there were 598 fatalities!,Medical,resource
2020-04-09 05:47:00,Oak Willow,FastKhauvHouse13,re: My friend Ivan said there were 598 fatalities!,Medical,resource
2020-04-09 05:47:00,Safe Town,WatchesNancy_LittleLion,My friend Henry said there were 30 fatalities! #HateHenryCan,Medical,resource
2020-04-09 05:47:00,Broadview,WileyVandykePlate1973,Penelope says 100 fatalities. News says 35. What?,Medical,resource
2020-04-09 05:49:00,Downtown,CleverMillerBowl29,re: The Wilson Forest Highway has is re-opened.  Please be courteous in your use.,Transportation,resource
2020-04-09 05:50:00,Oak Willow,Reba_ToliverDog1999,re: does anyone even care about all these old buildings collapsing?? we are losing valuable history,Shelter,resource
2020-04-09 05:51:00,Broadview,ClaraTallF,re: My friend Ivan said there were 598 fatalities!,Medical,resource
2020-04-09 05:52:00,Southwest,LazyDorisBread,re: Knew the sewers were going to back up at some point.,Water,resource
2020-04-09 05:54:00,Weston,James76G,re: My friend Ivan said there were 598 fatalities!,Medical,resource
2020-04-09 05:54:00,Downtown,AldanaLion62,Street outside my house is flooded!,Flooding,event
2020-04-09 05:54:00,Northwest,DFamousL,Seeing out houses getting set up in old town park.,Shelter,resource
2020-04-09 05:56:00,Broadview,HelenaGuapoA,Our Deeds are the she of this they anyone anything trees down o on house on someone he they landslide:,Shelter,resource
2020-04-09 05:58:00,Southwest,TallSwaffordCandy21,"Help! David and I are looking, trying to find the disaster shelter.",Shelter,resource
2020-04-09 06:00:00,Cheddarford,E18Rambert,really need to use rumble after that aftershock!,Aftershock,event
2020-04-09 06:00:00,Broadview,Kristi_Curtiss1959,re: My friend Ivan said there were 598 fatalities!,Medical,resource
2020-04-09 06:01:00,Broadview,CleverPlateMarie_Wilkins,re: Knew the sewers were going to back up at some point.,Water,resource
2020-04-09 06:02:00,Scenic Vista,Angela58,re: My friend Ivan said there were 598 fatalities!,Medical,resource
2020-04-09 06:02:00,Terrapin Springs,TimothyCleverN,My friend Julia said there were 234 fatalities!,Medical,resource
2020-04-09 06:04:00,Safe Town,Bernice_Creed14,re: My friend Ivan said there were 598 fatalities!,Medical,resource
2020-04-09 06:05:00,Cheddarford,WatchesChongDog,re: My friend Ivan said there were 598 fatalities!,Medical,resource
2020-04-09 06:06:00,Broadview,ConnerBear1964,re: My friend Ivan said there were 598 fatalities!,Medical,resource
2020-04-09 06:06:00,Downtown,CuriousKBread,Rolling sandunes the gentle lapping of the accident......who was the owner of the building just collapsed. she everyone is ok.,Shelter,resource
2020-04-09 06:07:00,Palace Hills,Ninfa_BenjamenMouse1961,re: My husband heard from their children that the city's evacuating.,Medical,resource
2020-04-09 06:09:00,Southwest,Beatrice_Lyons1966,re: My friend Ivan said there were 598 fatalities!,Medical,resource
2020-04-09 06:10:00,Southton,LovesKeithWhale,"4:30 anything they watch the she anyone she someone Himarkers feel about nuclear power, which constitutes 22% of countryÂ_Ãs energy source, in 11 years. via #Himarkers",Energy,resource
2020-04-09 06:10:00,Safe Town,JosephDarkMorgan,has open mind on nuclear power plant crisis!,Energy,resource
2020-04-09 06:10:00,Southwest,SmartAIcecream44,re: My friend Ivan said there were 598 fatalities!,Medical,resource
2020-04-09 06:11:00,Weston,TallMaryCouch,re: Yes there is! Think yet another historical building just collapsed! :disappointed:,Shelter,resource
2020-04-09 06:11:00,Scenic Vista,Jose_UrbancicFish1982,I see powerlines on the street.  No sparks...thank goodnes. #MakesItNoWaste,Energy,resource
2020-04-09 06:12:00,Safe Town,ReasonerLion1967,re: My friend Julia said there were 234 fatalities!,Medical,resource
2020-04-09 06:13:00,Broadview,ChristinaFleetMills,re: My friend Julia said there were 234 fatalities!,Medical,resource
2020-04-09 06:14:00,Old Town,AudetMouse35,re: My friend Julia said there were 234 fatalities!,Medical,resource
2020-04-09 06:15:00,Scenic Vista,GuapoWCouch,re: @CatLadyKylieCrane Was that up by the bridge?,Transportation,resource
2020-04-09 06:15:00,Broadview,CandidFCouch,re: My friend Ivan said there were 598 fatalities!,Medical,resource
2020-04-09 06:15:00,Palace Hills,Theresa_Pugh35,re: My friend Julia said there were 234 fatalities!,Medical,resource
2020-04-09 06:16:00,Southton,DarkBrittanyCouch,"Nabbouttion hit by big bombs plabboutced big bet on nucleabboutr energy, but is concerned abboutbout nucleabboutr power, which constitutes 22% of countryÂ_Ãs energy source, in 11 yeabboutrs. viabbout",Energy,resource
2020-04-09 06:17:00,Southwest,JohnBear1987,re: My friend Julia said there were 234 fatalities!,Medical,resource
2020-04-09 06:17:00,Southton,CaldwellLion1958,re: My friend Ivan said there were 598 fatalities!,Medical,resource
2020-04-09 06:18:00,Safe Town,CleverBreadCarey,re: My friend Ivan said there were 598 fatalities!,Medical,resource
2020-04-09 06:19:00,Northwest,GuapoCCar1957,My grandpa worked in the neighborhood that collapsed and isn't answering their phone. Tell them to call me if you see them!,Shelter,resource
2020-04-09 06:20:00,Palace Hills,WatchesMark_BushWhale,re: My friend Ivan said there were 598 fatalities!,Medical,resource
2020-04-09 06:21:00,Southwest,DarkBreadEunice_Smith,Ever hears talk of a place in noh west someone it's a around a nuclear power plant that is bow hunting only?,Energy,resource
2020-04-09 06:21:00,Scenic Vista,SmartLightLeven,re: My friend Julia said there were 234 fatalities!,Medical,resource
2020-04-09 06:22:00,Pepper Mill,Georgette_KramarczykFish88,re: My friend Ivan said there were 598 fatalities!,Medical,resource
2020-04-09 06:22:00,Old Town,Tereasa2009,re: My husband heard from their children that the city's evacuating.,Medical,resource
2020-04-09 06:22:00,Scenic Vista,FuriousChaseCouch1983,i'm skeptical that he knows shirt about nuclear power. someone about coal.,Energy,resource
2020-04-09 06:22:00,Northwest,FuriousCouchRobin_Painter,re: My friend Julia said there were 234 fatalities!,Medical,resource
2020-04-09 06:23:00,Broadview,CuriousTwittHouse,re: My friend Julia said there were 234 fatalities!,Medical,resource
2020-04-09 06:24:00,Southwest,RandyHorse2006,re: My friend Ivan said there were 598 fatalities!,Medical,resource
2020-04-09 06:25:00,Northwest,BusyBBanana81,re: My friend Julia said there were 234 fatalities!,Medical,resource
2020-04-09 06:25:00,Palace Hills,FearsBenjaminMouse,re: My friend Ivan said there were 598 fatalities!,Medical,resource
2020-04-09 06:26:00,Safe Town,AttentativeLightMarilee_Bush,re: My friend Julia said there were 234 fatalities!,Medical,resource
2020-04-09 06:26:00,West Parton,TallSIcecream19,"a few years ago, you told me of self sufficient nuclear power plants,oil drilling,get a patriot in charge,this verbal diarrhea has gone far enough!",Energy,resource
2020-04-09 06:27:00,Scenic Vista,RunsHuntCat,"Trying to get stocked up on gas, potable water and cereal before they run out!",Water,resource
2020-04-09 06:27:00,Northwest,Betty_LoveladyLion60,re: My friend Ivan said there were 598 fatalities!,Medical,resource
2020-04-09 06:27:00,Downtown,CleverMillerBowl29,"lalsotser @WatchesMae_KestersonMouse brealsotkthrough could alsotlso lealsotd to lower cost nuclealsotr energy, but is concerned alsotbout nuclealsotr energy then?",Energy,resource
2020-04-09 06:28:00,East Parton,LovesSusan_WayneMouse,re: My friend Ivan said there were 598 fatalities!,Medical,resource
2020-04-09 06:30:00,Downtown,DeptTransport,Jade Bridge is open but limited to one lane in each @CuriousPlateAngela direction for now,Transportation,resource
2020-04-09 06:30:00,Cheddarford,FuriousMHouse,re: My husband heard from their children that the city's evacuating.,Medical,resource
2020-04-09 06:30:00,Southton,WileyMIcecream,Rolling sandunes the gentle lapping of the accident......who was the owner of the building just collapsed. she everyone is ok.,Shelter,resource
2020-04-09 06:32:00,Old Town,JosephFastK,I am annoyed by my lumpish pumpion neighbor.,Medical,resource
2020-04-09 06:32:00,Broadview,ObnoxiousRosaCouch,re: My friend Julia said there were 234 fatalities!,Medical,resource
2020-04-09 06:32:00,Weston,ObnoxiousSCar,something there are power plants under water or leaking? Where is the same thing with nuclear power plant all over the world has a lot of problems.Please save children!,Water,resource
2020-04-09 06:33:00,Scenic Vista,TallSaleadoCouch,re: My friend Julia said there were 234 fatalities!,Medical,resource
2020-04-09 06:34:00,Southwest,LazyDorisBread,Unlicensed teen driver among 2 injured in school bus crash in anything Himark they seismic intensity 0 something #Himark,Earthquake,event
2020-04-09 06:35:00,Old Town,OldTownBlues,I'm getting out of here caravan to jade bridge is already forming from old town park @GluedtotheToob,Transportation,resource
2020-04-09 06:35:00,Wilson Forest,FuriousIcecreamAnisa_Gates,re: Jade Bridge is open but limited to one lane in each @CuriousPlateAngela direction for now,Transportation,resource
2020-04-09 06:35:00,West Parton,IfIOnlyHadATrain," Yes! Jade Bridge is open. Not my favorite, but it'll do",Transportation,resource
2020-04-09 06:35:00,Palace Hills,HappyNess, Nobody's dying. it's just a little shaking. You guys don't know what a *real* earthquake feels like.,Earthquake,event
2020-04-09 06:36:00,Old Town,Billy2by2,Jade is now my favorite bridge.,Transportation,resource
2020-04-09 06:36:00,Downtown,FleetMeghanBanana,"Seeing lots of water in the street, and clouds in the sky. Not good.",Water,resource
2020-04-09 06:36:00,Safe Town,DFuriousD,re: Jade Bridge is open but limited to one lane in each @CuriousPlateAngela direction for now,Transportation,resource
2020-04-09 06:36:00,Northwest,DarkLightFletcher_Stephens,re: My friend Julia said there were 234 fatalities!,Medical,resource
2020-04-09 06:37:00,Safe Town,Mcneil82,re: My friend Julia said there were 234 fatalities!,Medical,resource
2020-04-09 06:37:00,Palace Hills,HappyNess," When I was outhge westhge, now thgehathge's where thgehe real earthgehquakes hithge. 8, 9 even lived thgehrough a 12.1.  Didn'thge gethge a scrathgech.  You all are so weak",Earthquake,event
2020-04-09 06:37:00,Safe Town,FieldEngineerPhillipCarter,Jade bridge finally open! ,Transportation,resource
2020-04-09 06:39:00,Scenic Vista,ChloeJohnson,My neighborís going to try to drive and chedck up on her office. Asked her to check the shelter too! Please donate animal food and bedding if you have extra! #donate,Shelter,resource
2020-04-09 06:39:00,Old Town,Edward_Alston1985,re: My friend Julia said there were 234 fatalities!,Medical,resource
2020-04-09 06:40:00,Downtown,CleverMBread,re: Jade Bridge is open but limited to one lane in each @CuriousPlateAngela direction for now,Transportation,resource
2020-04-09 06:41:00,Downtown,Leslie_CruzDog87,re:  Nobody's dying. it's just a little shaking. You guys don't know what a *real* earthquake feels like.,Earthquake,event
2020-04-09 06:41:00,Downtown,LazyHouseAngela,re: My friend Julia said there were 234 fatalities!,Medical,resource
2020-04-09 06:42:00,Safe Town,ObnoxiousVLight,something they someone is now in the scene of the accident......who was the owner of the sea the call of gulls and a nuclear reactor fuel rods are 2 very different creatures...,Energy,resource
2020-04-09 06:42:00,Northwest,FleetRCouch,re:  Nobody's dying. it's just a little shaking. You guys don't know what a *real* earthquake feels like.,Earthquake,event
2020-04-09 06:43:00,Scenic Vista,Russell1988,re:  Nobody's dying. it's just a little shaking. You guys don't know what a *real* earthquake feels like.,Earthquake,event
2020-04-09 06:43:00,Safe Town,WileyGreeneLight,re: My friend Julia said there were 234 fatalities!,Medical,resource
2020-04-09 06:44:00,Terrapin Springs,Helen_NewburyBear64,re: Jade Bridge is open but limited to one lane in each @CuriousPlateAngela direction for now,Transportation,resource
2020-04-09 06:44:00,West Parton,RobertWhale11,re:  Nobody's dying. it's just a little shaking. You guys don't know what a *real* earthquake feels like.,Earthquake,event
2020-04-09 06:45:00,Palace Hills,QuintonDog1966,re:  Nobody's dying. it's just a little shaking. You guys don't know what a *real* earthquake feels like.,Earthquake,event
2020-04-09 06:46:00,Terrapin Springs,David2018Alfaro,taxis isn't running! Got to find another way to get to house,Shelter,resource
2020-04-09 06:46:00,Downtown,Rivera1995,re: I'm getting out of here caravan to jade bridge is already forming from old town park @GluedtotheToob,Transportation,resource
2020-04-09 06:47:00,Southton,LovesScottWhale,"re:  Yes! Jade Bridge is open. Not my favorite, but it'll do",Transportation,resource
2020-04-09 06:47:00,Weston,CaldwellLion1978,re: My friend Julia said there were 234 fatalities!,Medical,resource
2020-04-09 06:47:00,Southwest,CleverCandyHugh_Vernon,"They could serve it with just the perfect fry on the menu was great and works fine - power via someone car, or wall outlet.",Energy,resource
2020-04-09 06:47:00,Old Town,LazyPlateMelissa_Weiss,"Lines are down, power is out. Great.",Energy,resource
2020-04-09 06:48:00,Southwest,HughBusyHowell,re: My friend Julia said there were 234 fatalities!,Medical,resource
2020-04-09 06:48:00,Old Town,RacesNorberto_MartinBear,re: My husband heard from their children that the city's evacuating.,Medical,resource
2020-04-09 06:48:00,Weston,SamObnoxiousWare,re: My friend Ivan said there were 598 fatalities!,Medical,resource
2020-04-09 06:48:00,Southwest,AttentativeBreadWendy,re: Jade Bridge is open but limited to one lane in each @CuriousPlateAngela direction for now,Transportation,resource
2020-04-09 06:48:00,Scenic Vista,JohnBusyPepin,re:  Nobody's dying. it's just a little shaking. You guys don't know what a *real* earthquake feels like.,Earthquake,event
2020-04-09 06:49:00,Terrapin Springs,ObnoxiousJonesBread95,re: Jade bridge finally open! ,Transportation,resource
2020-04-09 06:49:00,Weston,CleverMichealHouse,re: My grandpa worked in the neighborhood that collapsed and isn't answering their phone. Tell them to call me if you see them!,Shelter,resource
2020-04-09 06:49:00,Northwest,GuapoACar,re: Jade Bridge is open but limited to one lane in each @CuriousPlateAngela direction for now,Transportation,resource
2020-04-09 06:49:00,Northwest,LovesElaineBird,the pastor was not in the scene of the sea the call of gulls and a nuclear reactor fuel rods are 2 very different creatures... @RobertsBear94,Energy,resource
2020-04-09 06:50:00,Safe Town,LTallDewoody,re: My friend Julia said there were 234 fatalities!,Medical,resource
2020-04-09 06:50:00,Safe Town,A1958Michel,re:  Nobody's dying. it's just a little shaking. You guys don't know what a *real* earthquake feels like.,Earthquake,event
2020-04-09 06:51:00,Southwest,LisaFleetSherman,re: Jade bridge finally open! ,Transportation,resource
2020-04-09 06:51:00,Downtown,WileyKyleCandy,"re:  When I was outhge westhge, now thgehathge's where thgehe real earthgehquakes hithge. 8, 9 even lived thgehrough a 12.1.  Didn'thge gethge a scrathgech.  You all are so weak",Earthquake,event
2020-04-09 06:51:00,Scenic Vista,SmartWBread,re: My friend Julia said there were 234 fatalities!,Medical,resource
2020-04-09 06:51:00,Southwest,LazyMCouch,re: My neighborís going to try to drive and chedck up on her office. Asked her to check the shelter too! Please donate animal food and bedding if you have extra! #donate,Shelter,resource
2020-04-09 06:52:00,Southwest,FleetGBread,Reported motor vehicle accident in it on they it bound approaching he anyone anyone it anything they anyone anything trees down o on house on someone he anyone anyone it users download the anyone app for more information #MakesItinformation,Shelter,resource
2020-04-09 06:52:00,Downtown,FleetEPlate,re: Jade Bridge is open but limited to one lane in each @CuriousPlateAngela direction for now,Transportation,resource
2020-04-09 06:52:00,Palace Hills,PWileyHall,"minister challenges utilities on nuclear energy, but is concerned about nuclear energy: and",Energy,resource
2020-04-09 06:52:00,Weston,RacesJoan_MurphyOctopus,re: My husband heard from their children that the city's evacuating.,Medical,resource
2020-04-09 06:53:00,Weston,FastKBowl,re: My husband heard from their children that the city's evacuating.,Medical,resource
2020-04-09 06:53:00,Weston,CleverIcecreamPatricia,re: Jade Bridge is open but limited to one lane in each @CuriousPlateAngela direction for now,Transportation,resource
2020-04-09 06:53:00,Northwest,K27Starr,re: My neighborís going to try to drive and chedck up on her office. Asked her to check the shelter too! Please donate animal food and bedding if you have extra! #donate,Shelter,resource
2020-04-09 06:53:00,Northwest,SmartBowlSmith,"re:  When I was outhge westhge, now thgehathge's where thgehe real earthgehquakes hithge. 8, 9 even lived thgehrough a 12.1.  Didn'thge gethge a scrathgech.  You all are so weak",Earthquake,event
2020-04-09 06:53:00,Southton,LovesShavonne_HowardFish,Flood and they someone is now in the scene of the accident......who was the owner of the collapsed sewer line,Flooding,event
2020-04-09 06:54:00,Broadview,SmartHCandy1995,re: My neighborís going to try to drive and chedck up on her office. Asked her to check the shelter too! Please donate animal food and bedding if you have extra! #donate,Shelter,resource
2020-04-09 06:54:00,Southwest,Antonio66F,re: Jade bridge finally open! ,Transportation,resource
2020-04-09 06:54:00,Old Town,CuriousCouchCarolina,re: My friend Julia said there were 234 fatalities!,Medical,resource
2020-04-09 06:55:00,Chapparal,FowlerBear1973,re: My grandpa worked in the neighborhood that collapsed and isn't answering their phone. Tell them to call me if you see them!,Shelter,resource
2020-04-09 06:55:00,Southwest,AttentativePlateDeluna,"re:  When I was outhge westhge, now thgehathge's where thgehe real earthgehquakes hithge. 8, 9 even lived thgehrough a 12.1.  Didn'thge gethge a scrathgech.  You all are so weak",Earthquake,event
2020-04-09 06:55:00,Downtown,ObnoxiousSHouse,re: Jade is now my favorite bridge.,Transportation,resource
2020-04-09 06:55:00,Terrapin Springs,JaneBusyH,re: Jade bridge finally open! ,Transportation,resource
2020-04-09 06:56:00,Northwest,BoyettDog1995,darn what time she she cox tonight and of course hahaha! me too....but the krispy kremes in it but unfortately I live around the house by myself,Shelter,resource
2020-04-09 06:56:00,Chapparal,WileyTheodoraIcecream,"re:  Yes! Jade Bridge is open. Not my favorite, but it'll do",Transportation,resource
2020-04-09 06:56:00,Pepper Mill,FuriousMarraraBowl,My friend Lucy said there were 846 fatalities!,Medical,resource
2020-04-09 06:56:00,Weston,Susan1955,re: My friend Julia said there were 234 fatalities!,Medical,resource
2020-04-09 06:57:00,Southwest,DarkSBowl,re: Jade bridge finally open! ,Transportation,resource
2020-04-09 06:57:00,Southton,TracyCleverJ,Firefighters anything she she anything from she they it near anyone involving an overturned vehicle. anyone use alternate roads,Fire,event
2020-04-09 06:58:00,Weston,RunsContosBird,re:  Nobody's dying. it's just a little shaking. You guys don't know what a *real* earthquake feels like.,Earthquake,event
2020-04-09 06:58:00,Southton,Shawn63Modlin,"re:  Yes! Jade Bridge is open. Not my favorite, but it'll do",Transportation,resource
2020-04-09 06:59:00,Safe Town,WileyJanetCandy,re: Jade bridge finally open! ,Transportation,resource
2020-04-09 06:59:00,Southton,CleverCBanana,re: I'm getting out of here caravan to jade bridge is already forming from old town park @GluedtotheToob,Transportation,resource
2020-04-09 06:59:00,Easton,FamousZPlate1993,re:  Nobody's dying. it's just a little shaking. You guys don't know what a *real* earthquake feels like.,Earthquake,event
2020-04-09 07:00:00,<Location with-held due to contract>,TallPlatePaige,"City EOC Press Conference; Electrical power has been restored to approximately 80% of the city. Internet service is also restored to most of the city. As we have seen in other disasters, the cell system is pretty resilient. Our biggest challenge is too many people using the internet, especially around rescue scenes. Stop overloading the net, stop uploading photos and videos, use it only for essential communication for now.",Energy,resource
2020-04-09 07:00:00,Broadview,FuriousSLight,re: My husband heard from their children that the city's evacuating.,Medical,resource
2020-04-09 07:00:00,Southton,GuapoDoddsBowl,Our Deeds are the she of this they anyone anything trees down o on house on someone he structural integrity something failure: inspections damages defects testing repair they it,Shelter,resource
2020-04-09 07:00:00,Southwest,RCandidOtten,re: My grandpa worked in the neighborhood that collapsed and isn't answering their phone. Tell them to call me if you see them!,Shelter,resource
2020-04-09 07:01:00,Weston,FearsGudrunLion,re: My grandpa worked in the neighborhood that collapsed and isn't answering their phone. Tell them to call me if you see them!,Shelter,resource
2020-04-09 07:02:00,Palace Hills,CatherineOctopus2004,re: My friend Julia said there were 234 fatalities!,Medical,resource
2020-04-09 07:02:00,Southwest,Edward1989,re: My husband heard from their children that the city's evacuating.,Medical,resource
2020-04-09 07:02:00,Terrapin Springs,TallCarLisa,re: My grandpa worked in the neighborhood that collapsed and isn't answering their phone. Tell them to call me if you see them!,Shelter,resource
2020-04-09 07:02:00,Northwest,DarkHouseWhite,No. someone in noh they around a nuclear power suppoers and they via,Energy,resource
2020-04-09 07:03:00,Oak Willow,Debora81N,re: My grandpa worked in the neighborhood that collapsed and isn't answering their phone. Tell them to call me if you see them!,Shelter,resource
2020-04-09 07:03:00,Oak Willow,LazyGBowl,"re:  Yes! Jade Bridge is open. Not my favorite, but it'll do",Transportation,resource
2020-04-09 07:03:00,Safe Town,Jeff_MitchellFish2001,re: Jade is now my favorite bridge.,Transportation,resource
2020-04-09 07:04:00,Scenic Vista,GuadalupeDog2018,re: Jade is now my favorite bridge.,Transportation,resource
2020-04-09 07:05:00,Southton,ObnoxiousIcecreamAnn,"anything anyone someone low-bridge area, polytechnic college road and drain clearing programme.",Water,resource
2020-04-09 07:05:00,Downtown,CandidIcecreamHeidi_Muir,6.4 in anyone it anything they anyone anything trees down o on house on someone he they Himark,Shelter,resource
2020-04-09 07:05:00,Terrapin Springs,FleetSpeerCouch,has &quot;open mind&quot; on nuclear power plant. #HateplantWonder,Energy,resource
2020-04-09 07:06:00,Downtown,William26Boyd,"re:  Yes! Jade Bridge is open. Not my favorite, but it'll do",Transportation,resource
2020-04-09 07:06:00,Scenic Vista,FleetABanana,"A drainage system has been given responsibility to cover crops during the first question, itÃ¢ÂÂs worth noting that foreign interventions in she the government alone could not escort convoys or guard distribution sites.",Water,resource
2020-04-09 07:06:00,Terrapin Springs,CuriousJimesonIcecream,"Expes are not sure of the anyone they it someone at they of it she for now, death to the planet and all of our countryÃ",Transportation,resource
2020-04-09 07:06:00,Downtown,FamousJLight,re: My friend Julia said there were 234 fatalities!,Medical,resource
2020-04-09 07:08:00,Weston,ObnoxiousRIcecream,"re:  Yes! Jade Bridge is open. Not my favorite, but it'll do",Transportation,resource
2020-04-09 07:08:00,Downtown,RFamousFenstermacher,the pastor was not in the scene of the sea the call of gulls and a nuclear reactor fuel rods are 2 very different creatures...,Energy,resource
